timestamp,rpm,cht_celsius,egt_celsius,oil_pressure_bar,oil_temp_celsius,vibration,fuel_flow,throttle_position,altitude_m,ambient_temp_celsius,label_fault_type,label_severity
1789661442.262858,1806.1,100.56,540.81,2.42,39.25,0.0298,6.42,10.0,0.0,25.0,healthy,0.0
1789661443.262858,1805.9,101.36,543.8,2.35,39.56,0.029,6.32,10.0,0.0,25.0,healthy,0.0
1789661444.262858,1832.0,101.66,548.04,2.28,39.93,0.0274,6.32,10.0,0.0,25.0,healthy,0.0
1789661445.262858,1847.4,102.1,545.46,2.28,40.03,0.0167,6.33,10.0,0.0,25.0,healthy,0.0
1789661446.262858,1827.0,102.94,547.74,2.31,40.39,0.0219,6.41,10.0,0.0,25.0,healthy,0.0
1789661447.262858,1835.0,103.11,544.73,2.38,40.64,0.0315,6.48,10.0,0.0,25.0,healthy,0.0
1789661448.262858,1846.5,103.79,538.87,2.35,41.12,0.0216,6.62,10.0,0.0,25.0,healthy,0.0
1789661449.262858,1856.7,103.96,540.12,2.39,41.31,0.031,6.53,10.0,0.0,25.0,healthy,0.0
1789661450.262858,1867.1,104.38,545.61,2.41,41.56,0.0304,6.41,10.0,0.0,25.0,healthy,0.0
1789661451.262858,1838.5,105.09,546.15,2.42,41.87,0.0272,6.42,10.0,0.0,25.0,healthy,0.0
1789661452.262858,1849.7,105.38,549.52,2.4,42.04,0.0362,6.19,10.0,0.0,25.0,healthy,0.0
1789661453.262858,1870.1,105.85,551.92,2.34,42.32,0.0422,6.22,10.0,0.0,25.0,healthy,0.0
1789661454.262858,1867.3,106.19,551.72,2.26,42.48,0.0361,6.21,10.0,0.0,25.0,healthy,0.0
1789661455.262858,1872.9,106.83,550.66,2.26,42.66,0.0341,6.36,10.0,0.0,25.0,healthy,0.0
1789661456.262858,1864.1,107.17,550.46,2.25,43.03,0.0372,6.27,10.0,0.0,25.0,healthy,0.0
1789661457.262858,1887.7,107.32,548.89,2.31,43.14,0.0337,6.19,10.0,0.0,25.0,healthy,0.0
1789661458.262858,1868.5,107.64,551.68,2.3,43.45,0.0412,6.19,10.0,0.0,25.0,healthy,0.0
1789661459.262858,1868.2,107.79,551.75,2.26,43.81,0.0452,6.42,10.0,0.0,25.0,healthy,0.0
1789661460.262858,1869.2,108.27,552.16,2.28,44.03,0.036,6.59,10.0,0.0,25.0,healthy,0.0
1789661461.262858,1871.1,108.43,550.95,2.31,44.35,0.0348,6.73,10.0,0.0,25.0,healthy,0.0
1789661462.262858,1868.3,108.56,547.97,2.36,44.52,0.0344,6.93,10.0,0.0,25.0,healthy,0.0
1789661463.262858,1868.6,108.85,547.03,2.39,44.87,0.0366,6.84,10.0,0.0,25.0,healthy,0.0
1789661464.262858,1853.0,109.01,549.54,2.4,45.15,0.0383,6.8,10.0,0.0,25.0,healthy,0.0
1789661465.262858,1849.6,109.01,550.99,2.36,45.4,0.0314,6.7,10.0,0.0,25.0,healthy,0.0
1789661466.262858,1838.0,109.15,547.17,2.4,45.53,0.0316,6.62,10.0,0.0,25.0,healthy,0.0
1789661467.262858,1836.7,109.41,550.56,2.36,45.78,0.0256,6.51,10.0,0.0,25.0,healthy,0.0
1789661468.262858,1833.2,109.68,547.94,2.35,46.1,0.0245,6.73,10.0,0.0,25.0,healthy,0.0
1789661469.262858,1840.2,109.46,549.86,2.35,46.49,0.0303,6.75,10.0,0.0,25.0,healthy,0.0
1789661470.262858,1835.9,109.61,545.69,2.32,46.7,0.0257,6.64,10.0,0.0,25.0,healthy,0.0
1789661471.262858,1856.1,109.89,549.48,2.37,46.98,0.0235,6.63,10.0,0.0,25.0,healthy,0.0
1789661472.262858,1848.5,109.66,546.92,2.35,47.56,0.0199,6.59,10.0,0.0,25.0,healthy,0.0
1789661473.262858,1846.0,110.16,549.02,2.32,47.98,0.0287,6.47,10.0,0.0,25.0,healthy,0.0
1789661474.262858,1864.0,110.05,550.86,2.3,48.2,0.0402,6.63,10.0,0.0,25.0,healthy,0.0
1789661475.262858,1851.6,110.18,548.07,2.31,48.29,0.0422,6.61,10.0,0.0,25.0,healthy,0.0
1789661476.262858,1880.3,110.81,546.86,2.27,48.73,0.0416,6.62,10.0,0.0,25.0,healthy,0.0
1789661477.262858,1833.0,110.96,544.45,2.33,48.9,0.0381,6.59,10.0,0.0,25.0,healthy,0.0
1789661478.262858,1825.9,110.68,543.57,2.39,49.25,0.036,6.54,10.0,0.0,25.0,healthy,0.0
1789661479.262858,1824.7,110.53,545.14,2.4,49.34,0.0304,6.65,10.0,0.0,25.0,healthy,0.0
1789661480.262858,1830.6,110.46,541.42,2.4,49.48,0.0248,6.96,10.0,0.0,25.0,healthy,0.0
1789661481.262858,1835.0,110.75,543.77,2.35,49.98,0.0335,6.77,10.0,0.0,25.0,healthy,0.0
1789661482.262858,1840.3,111.0,546.93,2.35,50.31,0.0336,6.66,10.0,0.0,25.0,healthy,0.0
1789661483.262858,1818.5,110.91,546.41,2.37,50.49,0.0343,6.68,10.0,0.0,25.0,healthy,0.0
1789661484.262858,1832.4,110.41,542.36,2.4,50.66,0.0289,6.54,10.0,0.0,25.0,healthy,0.0
1789661485.262858,1841.4,110.59,535.26,2.31,50.98,0.0227,6.44,10.0,0.0,25.0,healthy,0.0
1789661486.262858,1826.9,110.33,540.12,2.33,51.26,0.0304,6.26,10.0,0.0,25.0,healthy,0.0
1789661487.262858,1831.3,109.79,537.2,2.41,51.48,0.0304,6.28,10.0,0.0,25.0,healthy,0.0
1789661488.262858,1830.3,109.7,538.43,2.34,51.81,0.0312,6.11,10.0,0.0,25.0,healthy,0.0
1789661489.262858,1822.9,109.54,544.73,2.37,51.99,0.0385,6.02,10.0,0.0,25.0,healthy,0.0
1789661490.262858,1837.3,109.92,547.83,2.36,52.24,0.0342,5.96,10.0,0.0,25.0,healthy,0.0
1789661491.262858,1840.7,110.03,552.66,2.41,52.46,0.0247,5.9,10.0,0.0,25.0,healthy,0.0
1789661492.262858,1825.2,110.05,551.13,2.4,52.65,0.0356,6.06,10.0,0.0,25.0,healthy,0.0
1789661493.262858,1828.7,110.16,554.35,2.34,52.73,0.0349,6.07,10.0,0.0,25.0,healthy,0.0
1789661494.262858,1848.9,110.48,549.96,2.4,52.94,0.0405,6.16,10.0,0.0,25.0,healthy,0.0
1789661495.262858,1854.8,110.43,551.87,2.4,53.23,0.0365,6.31,10.0,0.0,25.0,healthy,0.0
1789661496.262858,1839.9,110.65,555.29,2.37,53.53,0.0393,6.37,10.0,0.0,25.0,healthy,0.0
1789661497.262858,1831.9,110.49,552.96,2.34,53.8,0.0351,6.32,10.0,0.0,25.0,healthy,0.0
1789661498.262858,1846.5,110.6,549.23,2.38,54.09,0.0275,6.52,10.0,0.0,25.0,healthy,0.0
1789661499.262858,1855.4,110.27,551.42,2.35,54.37,0.019,6.39,10.0,0.0,25.0,healthy,0.0
1789661500.262858,1834.6,110.15,550.49,2.33,54.57,0.0259,6.58,10.0,0.0,25.0,healthy,0.0
1789661501.262858,1835.1,110.43,552.08,2.29,54.62,0.024,6.62,10.0,0.0,25.0,healthy,0.0
1789661502.262858,1843.3,110.32,548.83,2.35,54.67,0.0254,6.61,10.0,0.0,25.0,healthy,0.0
1789661503.262858,1845.2,110.3,549.2,2.31,55.02,0.0255,6.68,10.0,0.0,25.0,healthy,0.0
1789661504.262858,1855.8,110.93,548.25,2.3,55.29,0.0207,6.6,10.0,0.0,25.0,healthy,0.0
1789661505.262858,1845.4,110.89,547.03,2.32,55.49,0.0248,6.65,10.0,0.0,25.0,healthy,0.0
1789661506.262858,1871.5,110.95,550.9,2.25,55.66,0.0265,6.56,10.0,0.0,25.0,healthy,0.0
1789661507.262858,1876.6,110.72,543.11,2.3,55.81,0.029,6.47,10.0,0.0,25.0,healthy,0.0
1789661508.262858,1866.7,110.59,543.72,2.39,56.01,0.0298,6.4,10.0,0.0,25.0,healthy,0.0
1789661509.262858,1865.2,110.6,535.93,2.36,56.21,0.0301,6.4,10.0,0.0,25.0,healthy,0.0
1789661510.262858,1856.3,110.59,538.81,2.33,56.45,0.0261,6.46,10.0,0.0,25.0,healthy,0.0
1789661511.262858,1881.4,110.7,540.1,2.36,56.57,0.0241,6.33,10.0,0.0,25.0,healthy,0.0
1789661512.262858,1867.3,110.75,538.39,2.34,56.82,0.0275,6.45,10.0,0.0,25.0,healthy,0.0
1789661513.262858,1855.0,110.75,542.07,2.4,56.92,0.0225,6.43,10.0,0.0,25.0,healthy,0.0
1789661514.262858,1849.4,111.03,542.4,2.42,57.21,0.0294,6.44,10.0,0.0,25.0,healthy,0.0
1789661515.262858,1862.9,110.95,540.63,2.37,57.5,0.0213,6.44,10.0,0.0,25.0,healthy,0.0
1789661516.262858,1855.7,110.92,542.4,2.28,57.72,0.0231,6.44,10.0,0.0,25.0,healthy,0.0
1789661517.262858,1865.8,111.09,537.14,2.35,57.9,0.0148,6.5,10.0,0.0,25.0,healthy,0.0
1789661518.262858,1847.0,111.12,545.47,2.38,58.0,0.0175,6.44,10.0,0.0,25.0,healthy,0.0
1789661519.262858,1855.3,111.12,544.39,2.37,58.14,0.0256,6.35,10.0,0.0,25.0,healthy,0.0
1789661520.262858,1841.2,111.15,545.4,2.35,58.31,0.0232,6.46,10.0,0.0,25.0,healthy,0.0
1789661521.262858,1839.4,111.32,547.56,2.29,58.36,0.0258,6.46,10.0,0.0,25.0,healthy,0.0
1789661522.262858,1847.1,111.55,553.22,2.36,58.51,0.0247,6.62,10.0,0.0,25.0,healthy,0.0
1789661523.262858,1854.0,111.79,552.1,2.28,58.59,0.0338,6.45,10.0,0.0,25.0,healthy,0.0
1789661524.262858,1863.2,112.28,550.92,2.34,58.8,0.0308,6.59,10.0,0.0,25.0,healthy,0.0
1789661525.262858,1863.8,111.89,550.42,2.31,58.94,0.0338,6.63,10.0,0.0,25.0,healthy,0.0
1789661526.262858,1869.7,112.03,555.31,2.34,59.19,0.0226,6.53,10.0,0.0,25.0,healthy,0.0
1789661527.262858,1866.7,112.27,555.09,2.27,59.35,0.0172,6.48,10.0,0.0,25.0,healthy,0.0
1789661528.262858,1853.1,112.14,552.83,2.24,59.46,0.0192,6.49,10.0,0.0,25.0,healthy,0.0
1789661529.262858,1832.3,112.12,549.48,2.21,59.67,0.0213,6.5,10.0,0.0,25.0,healthy,0.0
1789661530.262858,1818.0,111.97,552.91,2.24,59.85,0.0171,6.51,10.0,0.0,25.0,healthy,0.0
1789661531.262858,1819.3,112.02,554.2,2.27,60.16,0.0174,6.47,10.0,0.0,25.0,healthy,0.0
1789661532.262858,1837.1,111.66,550.71,2.29,60.27,0.0264,6.6,10.0,0.0,25.0,healthy,0.0
1789661533.262858,1850.0,111.63,548.23,2.33,60.52,0.018,6.5,10.0,0.0,25.0,healthy,0.0
1789661534.262858,1850.1,111.81,552.38,2.43,60.58,0.0225,6.6,10.0,0.0,25.0,healthy,0.0
1789661535.262858,1859.8,111.91,550.05,2.33,60.92,0.0226,6.58,10.0,0.0,25.0,healthy,0.0
1789661536.262858,1848.1,111.93,550.41,2.4,61.23,0.0252,6.58,10.0,0.0,25.0,healthy,0.0
1789661537.262858,1803.6,111.47,551.48,2.47,61.46,0.02,6.53,10.0,0.0,25.0,healthy,0.0
1789661538.262858,1819.9,111.22,553.14,2.35,61.77,0.0259,6.62,10.0,0.0,25.0,healthy,0.0
1789661539.262858,1817.4,110.9,553.36,2.34,61.87,0.0236,6.44,10.0,0.0,25.0,healthy,0.0
1789661540.262858,1826.0,111.03,551.68,2.3,61.76,0.0213,6.56,10.0,0.0,25.0,healthy,0.0
1789661541.262858,1826.4,111.15,549.11,2.36,61.93,0.0266,6.76,10.0,0.0,25.0,healthy,0.0
1789661542.262858,1809.6,110.99,544.48,2.4,62.08,0.0217,6.7,10.0,0.0,25.0,healthy,0.0
1789661543.262858,1819.5,111.24,545.06,2.35,62.24,0.0305,6.81,10.0,0.0,25.0,healthy,0.0
1789661544.262858,1814.0,111.44,545.82,2.37,62.61,0.0324,6.75,10.0,0.0,25.0,healthy,0.0
1789661545.262858,1822.7,111.29,549.1,2.37,62.7,0.0277,6.88,10.0,0.0,25.0,healthy,0.0
1789661546.262858,1774.9,111.26,544.61,2.3,63.02,0.0285,6.76,10.0,0.0,25.0,healthy,0.0
1789661547.262858,1790.6,111.21,539.6,2.29,62.97,0.0334,6.74,10.0,0.0,25.0,healthy,0.0
1789661548.262858,1790.2,111.41,544.07,2.28,63.17,0.0417,6.74,10.0,0.0,25.0,healthy,0.0
1789661549.262858,1830.6,111.61,545.53,2.26,63.35,0.0339,6.76,10.0,0.0,25.0,healthy,0.0
1789661550.262858,1835.3,111.43,544.35,2.42,63.52,0.0271,6.66,10.0,0.0,25.0,healthy,0.0
1789661551.262858,1826.9,111.74,541.56,2.36,63.71,0.0354,6.54,10.0,0.0,25.0,healthy,0.0
1789661552.262858,1830.3,111.64,539.58,2.31,63.91,0.0296,6.39,10.0,0.0,25.0,healthy,0.0
1789661553.262858,1845.1,111.85,539.16,2.38,64.02,0.0366,6.24,10.0,0.0,25.0,healthy,0.0
1789661554.262858,1833.7,111.87,542.77,2.45,64.11,0.0359,6.32,10.0,0.0,25.0,healthy,0.0
1789661555.262858,1836.9,111.53,540.59,2.4,64.27,0.0431,6.47,10.0,0.0,25.0,healthy,0.0
1789661556.262858,1824.9,111.83,541.65,2.35,64.22,0.0379,6.36,10.0,0.0,25.0,healthy,0.0
1789661557.262858,1843.6,111.58,544.23,2.39,64.46,0.0392,6.24,10.0,0.0,25.0,healthy,0.0
1789661558.262858,1857.8,111.75,543.97,2.38,64.53,0.0362,6.28,10.0,0.0,25.0,healthy,0.0
1789661559.262858,1859.9,111.85,546.52,2.31,64.49,0.0274,6.36,10.0,0.0,25.0,healthy,0.0
1789661560.262858,1849.0,111.82,548.32,2.32,64.66,0.0295,6.38,10.0,0.0,25.0,healthy,0.0
1789661561.262858,1834.0,112.09,551.22,2.31,64.59,0.0308,6.39,10.0,0.0,25.0,healthy,0.0
1789661562.262858,1830.5,112.12,550.3,2.36,64.76,0.0242,6.55,10.0,0.0,25.0,healthy,0.0
1789661563.262858,1797.7,112.02,555.54,2.36,65.13,0.0306,6.49,10.0,0.0,25.0,healthy,0.0
1789661564.262858,1835.1,112.24,557.31,2.38,65.33,0.0326,6.48,10.0,0.0,25.0,healthy,0.0
1789661565.262858,1839.7,111.87,565.93,2.36,65.62,0.0348,6.25,10.0,0.0,25.0,healthy,0.0
1789661566.262858,1844.3,111.91,565.3,2.42,65.69,0.0296,6.15,10.0,0.0,25.0,healthy,0.0
1789661567.262858,1818.9,111.93,555.93,2.34,65.77,0.0301,6.26,10.0,0.0,25.0,healthy,0.0
1789661568.262858,1814.7,111.81,554.65,2.37,65.71,0.0254,6.35,10.0,0.0,25.0,healthy,0.0
1789661569.262858,1821.8,111.88,548.6,2.36,65.78,0.0227,6.21,10.0,0.0,25.0,healthy,0.0
1789661570.262858,1842.8,111.9,551.53,2.4,65.94,0.0194,6.13,10.0,0.0,25.0,healthy,0.0
1789661571.262858,1848.9,112.02,546.45,2.43,66.17,0.0239,6.25,10.0,0.0,25.0,healthy,0.0
1789661572.262858,1833.9,112.0,547.82,2.4,66.23,0.0153,6.4,10.0,0.0,25.0,healthy,0.0
1789661573.262858,1832.9,111.49,553.81,2.39,66.44,0.0195,6.42,10.0,0.0,25.0,healthy,0.0
1789661574.262858,1846.4,111.37,551.3,2.35,66.71,0.0208,6.34,10.0,0.0,25.0,healthy,0.0
1789661575.262858,1863.7,111.09,554.22,2.36,67.1,0.0124,6.33,10.0,0.0,25.0,healthy,0.0
1789661576.262858,1850.7,111.42,555.09,2.31,67.22,0.0228,6.31,10.0,0.0,25.0,healthy,0.0
1789661577.262858,1881.2,111.42,550.5,2.37,67.21,0.0226,6.41,10.0,0.0,25.0,healthy,0.0
1789661578.262858,1857.4,111.24,548.95,2.37,67.4,0.0261,6.38,10.0,0.0,25.0,healthy,0.0
1789661579.262858,1833.5,111.22,546.24,2.36,67.51,0.0321,6.51,10.0,0.0,25.0,healthy,0.0
